epoch,train_loss,val_loss,top1,top5,temperature
25,0.14089996367692947,4.307621640720587,0.0517241396009922,0.13793103396892548,10.0
26,0.13879316970705985,4.286675458666922,0.06896551698446274,0.13218390941619873,10.0
27,0.1303204409778118,4.345479576066992,0.06896551698446274,0.12068965286016464,10.0
28,0.12556472197175025,4.3147273556939485,0.07471264153718948,0.12068965286016464,10.0
29,0.12311781123280525,4.284336531299284,0.06321839243173599,0.10919540375471115,10.0
30,0.12307526618242264,4.301987428774779,0.03448275849223137,0.1149425283074379,10.0
31,0.1124391034245491,4.272648016611735,0.0517241396009922,0.10919540375471115,10.0
32,0.10902399122714997,4.276512683123007,0.04597701132297516,0.10919540375471115,10.0
33,0.10149317085742951,4.27938201509673,0.0517241396009922,0.1149425283074379,10.0
34,0.10697889551520348,4.281099788073836,0.04597701132297516,0.1149425283074379,10.0
35,0.10309503078460694,4.255437283680357,0.0517241396009922,0.12068965286016464,10.0
36,0.09731841459870338,4.28509215376843,0.0517241396009922,0.12643678486347198,10.0
37,0.09863723963499069,4.244058151354735,0.05747126415371895,0.12643678486347198,10.0
38,0.09459276720881463,4.286926299676128,0.06321839243173599,0.13793103396892548,10.0
39,0.0961194634437561,4.281728253967461,0.0517241396009922,0.12068965286016464,10.0
40,0.09488944411277771,4.282922848887827,0.0517241396009922,0.12068965286016464,10.0
41,0.08662563040852547,4.337371310968509,0.0517241396009922,0.12643678486347198,10.0
42,0.09738228544592857,4.317790272592128,0.04597701132297516,0.14367815852165222,10.0
43,0.09012019485235215,4.339924658852062,0.0517241396009922,0.1034482792019844,10.0
44,0.08798355609178543,4.348351588194397,0.04022988677024841,0.1149425283074379,10.0
45,0.08140236511826515,4.335185599053043,0.0517241396009922,0.12068965286016464,10.0
46,0.08274640142917633,4.328887917529578,0.06321839243173599,0.12068965286016464,10.0
47,0.0842115968465805,4.348805855060446,0.05747126415371895,0.1149425283074379,10.0
48,0.0809043139219284,4.325348492326407,0.05747126415371895,0.09770114719867706,10.0
49,0.08241051733493805,4.328080780204686,0.04597701132297516,0.12068965286016464,10.0
50,0.08323295265436173,4.33666974648662,0.04022988677024841,0.1149425283074379,10.0
51,0.07735685333609581,4.318484454319395,0.04022988677024841,0.1034482792019844,10.0
52,0.08097409158945083,4.324673915731496,0.03448275849223137,0.1149425283074379,10.0
53,0.07826899364590645,4.295816947673929,0.04022988677024841,0.13218390941619873,10.0
54,0.07820057198405266,4.280099611172731,0.0517241396009922,0.13793103396892548,10.0
55,0.0721889439970255,4.287239239133638,0.04597701132297516,0.1149425283074379,10.0
56,0.07881438881158828,4.331052440336381,0.04022988677024841,0.12068965286016464,10.0
57,0.07567348629236222,4.359927023964366,0.05747126415371895,0.10919540375471115,10.0
58,0.07625293061137199,4.364435365830345,0.06321839243173599,0.12643678486347198,10.0
59,0.07647379711270333,4.3189592361450195,0.06321839243173599,0.12068965286016464,10.0
60,0.07106689140200614,4.295289886408839,0.05747126415371895,0.12068965286016464,10.0
61,0.07273829318583011,4.2849948680263825,0.0517241396009922,0.1149425283074379,10.0
62,0.07080998197197914,4.288129132369469,0.04597701132297516,0.13218390941619873,10.0
63,0.07528164200484752,4.294607529695007,0.0517241396009922,0.1149425283074379,10.0
64,0.0724468931555748,4.286484570338808,0.0517241396009922,0.10919540375471115,10.0
65,0.07210499793291092,4.284860545191272,0.0517241396009922,0.12068965286016464,10.0
66,0.07149595320224762,4.277971947330168,0.0517241396009922,0.12068965286016464,10.0
67,0.07084043398499489,4.287712675401534,0.0517241396009922,0.1149425283074379,10.0
68,0.07023107931017876,4.288787866460866,0.04022988677024841,0.10919540375471115,10.0
69,0.06906479857861995,4.2891781987815065,0.04022988677024841,0.1149425283074379,10.0
70,0.0725133903324604,4.286554577706874,0.04022988677024841,0.1149425283074379,10.0
71,0.07044170871376991,4.2786549096819995,0.04022988677024841,0.13218390941619873,10.0
72,0.06732093431055546,4.276124269112773,0.04022988677024841,0.12643678486347198,10.0
73,0.06808676272630691,4.273884926719227,0.028735632076859474,0.12068965286016464,10.0
74,0.06399023644626141,4.26295527644541,0.028735632076859474,0.12643678486347198,10.0
75,0.06818552874028683,4.2566386009084765,0.03448275849223137,0.12643678486347198,10.0
76,0.06950967572629452,4.263559582589687,0.04022988677024841,0.12068965286016464,10.0
77,0.0692194163799286,4.26758720408911,0.04022988677024841,0.12068965286016464,10.0
78,0.07081245258450508,4.2734896835239455,0.04597701132297516,0.12643678486347198,10.0
79,0.06814659871160984,4.278200637335065,0.04022988677024841,0.12643678486347198,10.0
80,0.06316915005445481,4.273758888244629,0.04597701132297516,0.12643678486347198,10.0
81,0.06391676515340805,4.27043010174543,0.04597701132297516,0.1149425283074379,10.0
82,0.0668491568416357,4.264870364090492,0.0517241396009922,0.12068965286016464,10.0
83,0.06701604872941971,4.265716385567325,0.04597701132297516,0.12643678486347198,10.0
84,0.06333560645580291,4.266907385025902,0.04022988677024841,0.13218390941619873,10.0
85,0.06599996164441109,4.268822423343001,0.04022988677024841,0.12643678486347198,10.0
86,0.06961773559451104,4.267900549132248,0.04597701132297516,0.12643678486347198,10.0
87,0.06530063673853874,4.263980840814525,0.04597701132297516,0.12068965286016464,10.0
88,0.06452992558479309,4.262840923221632,0.04597701132297516,0.12643678486347198,10.0
89,0.06343124136328697,4.262200613131468,0.04597701132297516,0.12068965286016464,10.0
90,0.06442069299519063,4.259114690210628,0.04597701132297516,0.12643678486347198,10.0
91,0.06497794911265373,4.257884929920065,0.04597701132297516,0.12643678486347198,10.0
92,0.07165016196668147,4.257656442707982,0.04597701132297516,0.12068965286016464,10.0
93,0.06647162437438965,4.259392699976077,0.04597701132297516,0.12068965286016464,10.0
94,0.06286943070590496,4.259877418649608,0.04597701132297516,0.12643678486347198,10.0
95,0.06151595190167427,4.260773006526903,0.04597701132297516,0.13218390941619873,10.0
96,0.06395471766591072,4.262227992901857,0.0517241396009922,0.13218390941619873,10.0
97,0.06495154649019241,4.262554138556294,0.0517241396009922,0.13218390941619873,10.0
98,0.06238868683576584,4.263280038175912,0.0517241396009922,0.12643678486347198,10.0
99,0.06562965549528599,4.263982065792741,0.0517241396009922,0.12068965286016464,10.0
100,0.06585470698773861,4.263790960969596,0.04597701132297516,0.12643678486347198,10.0
